name,grade,type,bolts,length,pitches,first_ascent,route_setter,url,area_url
Sandy Ledges,5.8 PG13,top-rope,,35f,,,,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/route/4031444109,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/12703135
The Orgator,V3/4,boulder,,15f,,,,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/route/4031444343,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/12703135
Dunes,5.10+,top-rope,,,,,,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/route/14785783,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/12703135
Scarpa,5.10+,top-rope,,,,,,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/route/14785807,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/12703135
Apes Traverse,5.9,top-rope,,,,,,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/route/14785759,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/12703135
Holding Space,5.6,trad,,20f,,,,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/route/4031444559,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/12703135
Runnin’ Laps,5.8,top-rope,,40f,,,,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/route/4031444781,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/12703135
Double O,5.8,top-rope,,,,,,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/route/14785735,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/12703135
Sandbox Arête,V0,boulder,,15f,,,,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/route/4031445033,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/12703135
7up,V2 PG13,boulder,,30f,,,,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/route/4031445351,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/12703135
Sandbox Direct,V2,boulder,,15f,,,,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/route/4031445579,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/12703135
Sandbox Skyline Traverse,V1,boulder,,15f,,,,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/route/4031445801,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/12703135
Island Access,5.3 PG13,trad,,40f,,,,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/route/4031446029,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/12703135
Island Access Traverse,V1,boulder,,30f,,,,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/route/4031446263,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/12703135
Village people,6a,sport,,25m,,,,https://www.thecrag.com/en/climbing/united-kingdom/northern-ireland/route/7834238250,https://www.thecrag.com/en/climbing/united-kingdom/northern-ireland/area/7834237971
Spring Equinox,23,trad,,,,Matt Tranter,,https://www.thecrag.com/en/climbing/australia/queensland/route/12221782758,https://www.thecrag.com/en/climbing/australia/queensland/area/12097185120
Winter Solstice,19,trad,0,10m,1,Matt Tranter,,https://www.thecrag.com/en/climbing/australia/queensland/route/12097380015,https://www.thecrag.com/en/climbing/australia/queensland/area/12097185120
A Touch Of Cloth,21,sport,6,13m,1,T-Bone,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374714472,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Under The Sun,20,sport,5,10m,1,@dalai,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374714583,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Subordinate,16,sport,5,10m,1,T-Bone,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374714697,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Dagwood Dog,23,sport,5,12m,1,T-Bone,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374714808,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Benjy,17,sport,6,13m,1,T-Bone,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374714934,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Cobruhh,20,sport,5,10m,1,Luke Batchelor,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374715045,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Happy Baby,16,sport,6,10m,1,T-Bone,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374715171,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Worrier Pose,22,sport,5,10m,1,Poppy,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374715297,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Truffle Pig,26,sport,5,12m,1,Mattyfollent,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/12770990745,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Shadow Seeker,26,sport,5,12m,1,Chook,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374715423,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Ignorance & Bliss,24,sport,,12m,1,Enrico Seemann,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374715525,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Happiness & Authority,21,sport,,12m,1,T-Bone,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374715642,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Squalor Victoria,23,sport,6,13m,1,,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/12879216972,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Sad Euphoria,18,sport,,19m,1,T-Bone,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374715753,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Lactic Intolerance Short,20,sport,,12m,,,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/13748716632,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Lactic Intolerance,23,sport,9,20m,1,Poppy,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374715864,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Forget Me Not,17,sport,9,21m,1,Poppy,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374715975,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Facing Shade,20,sport,4,10m,1,@dalai,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374716086,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
10am R&B,16,sport,6,13m,1,T-Bone,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374716197,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
"No Girls, No TV",15,trad,,13m,1,Luke Batchelor,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374716308,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Girls on the TV,16,sport,7,14m,1,T-Bone,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374716419,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Malleolus,21,sport,7,15m,1,Luke Batchelor,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374716530,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Routes of Mass Consumption,14,sport,6,15m,1,Poppy,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/1918604466,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Cherub,15,sport,8,15m,1,Poppy,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/1918615956,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Bee-Grade Horror Film,11,trad,0,15m,1,Poppy,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/13043641626,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Stallone,19,sport,8,22m,1,T-Bone,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374716641,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Demolition Man,19,sport,5,16m,1,@dalai,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374716752,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Demolition Man - Direct,23,sport,5,16m,1,,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374716863,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Faff Pack,19,sport,8,17m,1,T-Bone,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374716959,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Roofs Manuva,20,sport,,16m,1,Luke Batchelor,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374717070,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Sinking Sands,19,sport,6,12m,1,@dalai,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374717181,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Confirmation Bias,23,sport,7,15m,1,T-Bone,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374717292,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Lux Aeterna,25,sport,8,15m,1,@dalai,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374717403,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Fade to Black,24,sport,7,15m,1,Matt Black,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/12042728460,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Magnetar,26,sport,10,,1,Enrico Seemann,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374717514,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Below 2000,22,sport,5,,,,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/11368773117,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Beyond 2000,21,sport,5,10m,1,T-Bone,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374717610,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Quitline,15,sport,10,24m,1,@dalai,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374740044,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
The Cubans,17,sport,8,23m,1,T-Bone,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374740155,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Cinny Bun Brain,17,sport,8,25m,1,Poppy,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374740269,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Cigars of the Pharaoh,18,sport,9,25m,1,Poppy,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374740404,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Glass Barbeque,13,trad,0,25m,1,Poppy,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374740539,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Winnie the Blue,13,sport,7,25m,1,Poppy,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374740650,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Durry Puncher,18,sport,7,20m,1,Poppy,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374740761,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Port Royal,15,sport,7,20m,1,T-Bone,,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/route/9374740872,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Nubivagant,8a+/b,sport,,460m,,Almada & Leah,,https://www.thecrag.com/en/climbing/africa/route/3227542203,https://www.thecrag.com/en/climbing/africa/area/3227537064
Leve Leve,8b+,sport,,450m,,Iker Pou,,https://www.thecrag.com/en/climbing/africa/route/3227541090,https://www.thecrag.com/en/climbing/africa/area/3227537064
Beraka Allah Fika,7c,sport,,60m,2,Manu Tessanne,,https://www.thecrag.com/en/climbing/tunisia/route/1802377725,https://www.thecrag.com/en/climbing/tunisia/area/1802344665
Ben Ali qu’a tort,6a+,sport,,150m,5,,,https://www.thecrag.com/en/climbing/tunisia/route/1802378838,https://www.thecrag.com/en/climbing/tunisia/area/1802344665
Révolution en rab,6b - c,sport,,110m,4,,,https://www.thecrag.com/en/climbing/tunisia/route/1802378925,https://www.thecrag.com/en/climbing/tunisia/area/1802344665
Printemps Arabe,6c,sport,,110m,4,,,https://www.thecrag.com/en/climbing/tunisia/route/1802379012,https://www.thecrag.com/en/climbing/tunisia/area/1802344665
Poisson Volant,6c to 7a,sport,,,,Pascal Colas & Laurent Broisin,,https://www.thecrag.com/en/climbing/africa/route/1637430807,https://www.thecrag.com/en/climbing/africa/area/1451506257
La Traversée des apparences,5c to 6a,sport,,,,Pascal Colas,,https://www.thecrag.com/en/climbing/africa/route/1637433393,https://www.thecrag.com/en/climbing/africa/area/1451506257
Kartié Kaniar,8c,sport,,,,,,https://www.thecrag.com/en/climbing/africa/route/1624144707,https://www.thecrag.com/en/climbing/africa/area/1451510466
Degré+,8c,sport,,,,,,https://www.thecrag.com/en/climbing/africa/route/1624144812,https://www.thecrag.com/en/climbing/africa/area/1451510466
Extravagance,9a,sport,,,,Greg Sobczak,,https://www.thecrag.com/en/climbing/africa/route/1624142271,https://www.thecrag.com/en/climbing/africa/area/1451510466
La 9e Porte,9a,sport,,,,Greg Sobczak,,https://www.thecrag.com/en/climbing/africa/route/1624142370,https://www.thecrag.com/en/climbing/africa/area/1451510466
Red house,6a,sport,,,,,,https://www.thecrag.com/en/climbing/africa/route/9551359926,https://www.thecrag.com/en/climbing/africa/area/9550964490
Tomber red,6a+,sport,,,,,,https://www.thecrag.com/en/climbing/africa/route/9551359998,https://www.thecrag.com/en/climbing/africa/area/9550964490
Tank red is dead,5c,sport,,,,,,https://www.thecrag.com/en/climbing/africa/route/9551360067,https://www.thecrag.com/en/climbing/africa/area/9550964490
Sur la corde red,6b,sport,,,,,,https://www.thecrag.com/en/climbing/africa/route/9551360136,https://www.thecrag.com/en/climbing/africa/area/9550964490
Le grand red,7a+,sport,,,,,,https://www.thecrag.com/en/climbing/africa/route/9551360205,https://www.thecrag.com/en/climbing/africa/area/9550964490
Red onction,6a,sport,,,,,,https://www.thecrag.com/en/climbing/africa/route/9551360274,https://www.thecrag.com/en/climbing/africa/area/9550964490
Red dingue de toit,6b,sport,,,,,,https://www.thecrag.com/en/climbing/africa/route/9551360343,https://www.thecrag.com/en/climbing/africa/area/9550964490
Triple axel red,6b,sport,,,,,,https://www.thecrag.com/en/climbing/africa/route/9551360415,https://www.thecrag.com/en/climbing/africa/area/9550964490
Guiguine,5c,sport,,,,,,https://www.thecrag.com/en/climbing/africa/route/9551360493,https://www.thecrag.com/en/climbing/africa/area/9550964490
Belle esquive,6b,sport,,,,,,https://www.thecrag.com/en/climbing/africa/route/9551360562,https://www.thecrag.com/en/climbing/africa/area/9550964490
Bombez le torse,6b+,sport,,,,,,https://www.thecrag.com/en/climbing/africa/route/9551360631,https://www.thecrag.com/en/climbing/africa/area/9550964490
Célaô,6a+,sport,,,,,,https://www.thecrag.com/en/climbing/africa/route/9551360700,https://www.thecrag.com/en/climbing/africa/area/9550964490
Mèche courte,6b+,sport,,,,,,https://www.thecrag.com/en/climbing/africa/route/9551360769,https://www.thecrag.com/en/climbing/africa/area/9550964490
